1.4681e4, 9.0685e-8, 1.0033e4, 2.1482e4, 1.7401e-8, 1.7266e-7
3.1640e4, 2.250e-7, 2.1552e4, 4.6298e4, 1.6991e-7 , 2.8331e-7
6.8191e4, 5.6283e-8, 4.6450e4, 9.9455e4, 2.4415e-8 ,9.1316e-8
1.4697e5, 3.1947e-8, 9.9781e4, 2.1435e5, 7.9622e-9, 5.8956e-8
3.1675e5, 4.2459e-8, 2.1576e5, 4.6348e5, 1.9759e-8, 6.9698e-8
6.8042e5, 1.4510e-8, 4.6348e5, 1.0022e6, 1e-19, 1.4510e-8
1.4713e6, 6.8292e-8, 1.0022e6, 2.1599e6, 4.4804e-8, 9.7031e-8
3.1709e6, 1.4726e-8, 2.1599e6, 4.8263e6, 1e-19, 1.4726e-8
 
